tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-27 12:07:00,25-34,Woman,White,Computing or Tech,Project Manager,110000,USD,US,Texas,Dallas,5-7 years,2 - 4 years,Master's degree
2021-04-27 12:07:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Sales Operations Manager,102000,USD,US,California,San Francisco,8 - 10 years,5-7 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Media & Digital,Digital content manager,62000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Business or Consulting,Chief Operations Officer,100000,USD,US,Maine,Portland,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Senior Compliance Analyst,74000,USD,US,Connecticut,,5-7 years,5-7 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Health care,Client Billing Specialist Team Lead,37000,USD,US,Texas,Austin,11 - 20 years,5-7 years,College degree
2021-04-27 12:07:00,45-54,Woman,White,Computing or Tech,Senior IT Project Manager,110000,USD,US,Washington,,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 12:07:00,35-44,Woman,White,Education (Higher Education),Office Manager,59826,USD,US,Maryland,Baltimore,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:07:00,35-44,Woman,White,Nonprofits,Senior Project Manager/Evaluation Specialist,92000,USD,US,New York,Buffalo,8 - 10 years,8 - 10 years,PhD
2021-04-27 12:07:00,35-44,Woman,White,Education (Primary/Secondary),Director of Lifespan Faith Development,31200,USD,US,Idaho,Idaho Falls,21 - 30 years,8 - 10 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Computing or Tech,Sales Operations Manager,77800,USD,US,Oregon,Portland,8 - 10 years,5-7 years,College degree
2021-04-27 12:07:00,45-54,Woman,White,Education (Higher Education),Research Manager,70800,USD,US,California,Berkeley ,21 - 30 years,11 - 20 years,PhD
2021-04-27 12:07:00,35-44,Woman,White,Transport or Logistics,Director of Finance,97760,USD,US,California,Oakland,5-7 years,5-7 years,High School
2021-04-27 12:07:00,35-44,Man,"Hispanic, Latino, or Spanish origin",Media & Digital,Copy editor,42640,USD,US,California,Monrovia,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,35-44,Woman,White,Media & Digital,Copy Editor,65000,USD,US,Texas,Houston,11 - 20 years,5-7 years,Master's degree
2021-04-27 12:07:00,45-54,Woman,White,Nonprofits,Strategic Communications Director,117000,USD,US,Pennsylvania,Philadelphia,31 - 40 years,31 - 40 years,Master's degree
2021-04-27 12:07:00,25-34,Woman,White,Nonprofits,Director,74000,USD,US,Michigan,Detroit,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:07:00,35-44,Woman,White,"Libraries, Archives, Museums",Head of Cataloging,67231,USD,US,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Accountant,79600,USD,US,Virginia,Richmond,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,Business or Consulting,Vice President and Policy Director,124000,USD,US,District of Columbia,Washington,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:08:00,35-44,Woman,White,Sales,Senior Applications / Inside Sales,60000,USD,US,California,San Diego ,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:08:00,35-44,Woman,"Hispanic, Latino, or Spanish origin","Marketing, Advertising & PR",eCommerce Marketing Director,94000,USD,US,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 12:08:00,35-44,Woman,White,"Accounting, Banking & Finance",Senior trust associate,98000,USD,US,California,Los Angeles,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:08:00,45-54,Woman,White,Computing or Tech,IT Administrator,65000,USD,US,Oregon,Beaverton,21 - 30 years,8 - 10 years,Some college
2021-04-27 12:08:00,35-44,Woman,White,Education (Primary/Secondary),Special Education Teacher,68000,USD,US,Minnesota,Sauk Centre,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:08:00,35-44,Woman,White,"Marketing, Advertising & PR",Social Media Strategist,52500,USD,US,Pennsylvania,Philadelphia,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:08:00,45-54,Woman,White,Education (Higher Education),Librarian ,98500,USD,US,Michigan,Southfield,21 - 30 years,21 - 30 years,College degree
2021-04-27 12:08:00,45-54,Woman,White,"Accounting, Banking & Finance",Auditor,113600,USD,US,Alaska,Anchorage,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:08:00,25-34,Woman,White,Business or Consulting,Senior Sustainability Analyst,110000,USD,US,Maryland,Bathesda,5-7 years,5-7 years,Master's degree
2021-04-27 12:08:00,25-34,Man,White,Engineering or Manufacturing,Lab Manager,121000,USD,US,Minnesota,St Paul,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:08:00,45-54,Woman,White,Health care,Pharmacy Technician,72000,USD,US,New York,New York City,21 - 30 years,21 - 30 years,Some college
2021-04-27 12:08:00,25-34,Woman,White,Environmental ,Environmental Project Manager,77500,USD,US,California,Sacramento,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,Government and Public Administration,Emergency Management Specialist,103690,USD,US,District of Columbia,Washington,5-7 years,5-7 years,Master's degree
2021-04-27 12:08:00,35-44,Other or prefer not to answer,Another option not listed here or prefer not to answer,Health care,Nurse,68000,USD,US,Arizona,Phoenix,11 - 20 years,2 - 4 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,Education (Primary/Secondary),Pastor,59750,USD,US,Massachusetts, ,5-7 years,2 - 4 years,Master's degree
2021-04-27 12:08:00,25-34,Woman,White,"Marketing, Advertising & PR",Senior Account Director,98000,USD,US,Nevada,Henderson,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:08:00,35-44,Man,White,Engineering or Manufacturing,Manager,126000,USD,US,Pennsylvania,Carbondale,11 - 20 years,11 - 20 years,PhD
2021-04-27 12:08:00,25-34,Woman,White,Computing or Tech,Senior Staff Privacy Engineer,260000,USD,US,California,San Francisco,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,"Marketing, Advertising & PR",Account Supervisor- PR,70000,USD,US,Wisconsin,Milwaukee,8 - 10 years,5-7 years,College degree
2021-04-27 12:08:00,55-64,Woman,White,"Accounting, Banking & Finance",Senior Accountant,80000,USD,US,Colorado,Denver,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 12:08:00,25-34,Woman,White,Utilities & Telecommunications,HR Project Manager,57000,USD,US,Missouri,st louis,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:08:00,35-44,Woman,White,Social Work,Supervising Care Manager,78000,USD,US,California,Santa Cruz ,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:09:00,25-34,Woman,White,"Accounting, Banking & Finance",Senior Financial Analyst,85000,USD,US,Tennessee,Memphis,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Education (Higher Education),Manager,60000,USD,US,Arizona,Tempe,11 - 20 years,11 - 20 years,PhD
2021-04-27 12:08:00,35-44,Woman,White,"Marketing, Advertising & PR",Project Manager,57500,USD,US,Nevada,,5-7 years,2 - 4 years,Some college
2021-04-27 12:08:00,35-44,Woman,White,Engineering or Manufacturing,Senior Business Systems Analyst,105000,USD,US,Ohio,Cincinnati,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:08:00,35-44,Woman,White,Computing or Tech,Senior Software Engineer,115000,USD,US,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:08:00,35-44,Woman,White,Education (Higher Education),Director of Administration for [academic dept],75000,USD,US,Massachusetts,Cambridge,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:08:00,25-34,Non-binary,White,Nonprofits,Office Manager,51820,USD,US,Illinois,Chicago,5-7 years,5-7 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,Education (Primary/Secondary),Library Media Specialist,47094,USD,US,Wisconsin,Eau Claire,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:08:00,25-34,Woman,White,Hospitality & Events,Admin Assistant ,33280,USD,US,California,Lodi,8 - 10 years,5-7 years,Some college
2021-04-27 12:08:00,25-34,Woman,White,Retail,Sales Associate ,23920,USD,US,Texas,Boerne ,5-7 years,5-7 years,College degree
2021-04-27 12:08:00,35-44,Woman,White,Nonprofits,Social Media Specialist,44000,USD,US,District of Columbia,Washington D.C.,21 - 30 years,5-7 years,Master's degree
2021-04-27 12:08:00,35-44,Woman,Asian or Asian American,Nonprofits,Senior Librarian 1A,56999,USD,US,New York,Nyc,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:08:00,45-54,Woman,White,Art & Design,Senior Product Designer,135000,USD,US,Illinois,Chicago,21 - 30 years,11 - 20 years,College degree
2021-04-27 12:08:00,25-34,Woman,Another option not listed here or prefer not to answer,Recruitment or HR,HR Manager,95000,USD,US,California,Walnut Creek,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Business or Consulting,Director of Research and Data Analytics,140000,USD,US,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:09:00,25-34,Woman,White,Education (Higher Education),Post doctoral fellow,54000,USD,US,Illinois,Champaign,1 year or less,1 year or less,PhD
2021-04-27 12:09:00,25-34,Man,White,Transport or Logistics,Continuous Improvement Manager,80000,USD,US,Illinois,Joliet,5-7 years,2 - 4 years,College degree
2021-04-27 12:09:00,25-34,Woman,White,Law,Associate Attorneu,108000,USD,US,Colorado,Denver,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:09:00,25-34,Woman,White,Education (Higher Education),Assistant Professor (English Dept.),56000,USD,US,Oklahoma,Oklahoma City,11 - 20 years,8 - 10 years,PhD
2021-04-27 12:09:00,25-34,Woman,White,Law,Technical Advisor,135000,USD,US,District of Columbia,Washington,1 year or less,1 year or less,PhD
2021-04-27 12:09:00,25-34,Woman,White,Education (Higher Education),University services associate,23000,USD,US,Wisconsin,La Crosse,5-7 years,2 - 4 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Computing or Tech,Program Manager,130000,USD,US,Colorado,Denver,21 - 30 years,8 - 10 years,College degree
2021-04-27 12:09:00,25-34,Woman,White,"Marketing, Advertising & PR",Content Marketing Manager,85000,USD,US,Georgia,Norcross,5-7 years,5-7 years,College degree
2021-04-27 12:09:00,45-54,Woman,White,Nonprofits,Program Manager for Engineering,108000,USD,US,District of Columbia,Washington DC,21 - 30 years,21 - 30 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Engineering or Manufacturing,Principal Engineer,185000,USD,US,California,Richmond,11 - 20 years,11 - 20 years,PhD
2021-04-27 12:09:00,25-34,Woman,Asian or Asian American,Computing or Tech,Electrical Engineer,140000,USD,US,Texas,Austin,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Government and Public Administration,Office Manager ,35360,USD,US,Maine,Portland,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:09:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Education (Primary/Secondary),K-4 Science Teacher,89000,USD,US,New York,Brooklyn ,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:09:00,25-34,Woman,White,"Marketing, Advertising & PR",Digital Marketing Specialist,65000,USD,US,Virginia,Richmond,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:09:00,25-34,Woman,White,Government and Public Administration,Public Health Analyst,87000,USD,US,Maryland,Rockville,5-7 years,2 - 4 years,Master's degree
2021-04-27 12:09:00,25-34,Woman,Asian or Asian American,Publishing,Acquisitions Editor,66000,USD,US,Massachusetts,Boston,5-7 years,5-7 years,College degree
2021-04-27 12:09:00,65 or over,Woman,White,Health care,Nurse Practitioner,130000,USD,US,California,SF,41 years or more,41 years or more,Master's degree
2021-04-27 12:09:00,35-44,Woman,White,Engineering or Manufacturing,Recruiting Enablement,75000,USD,US,Missouri,St. Louis,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:09:00,25-34,Woman,White,Utilities & Telecommunications,Business Analyst,68000,USD,US,Maine,Portland,5-7 years,5-7 years,College degree
2021-04-27 12:09:00,35-44,Woman,White,Computing or Tech,principal data scientist,180000,USD,US,Minnesota,Twin Cities,11 - 20 years,2 - 4 years,PhD
2021-04-27 12:09:00,25-34,Woman,White,Education (Higher Education),Assistant Librarian,56000,USD,US,Arizona,Flagstaff,8 - 10 years,5-7 years,Master's degree
2021-04-27 12:55:00,25-34,Man,White,Computing or Tech,Software Engineer,112200,USD,US,New York,Rochester,5-7 years,5-7 years,Master's degree
2021-04-27 12:09:00,45-54,Woman,White,Government and Public Administration,Research Director,108000,USD,US,New York,New York City,21 - 30 years,11 - 20 years,PhD
2021-04-27 12:09:00,35-44,Woman,White,"Libraries, Archives, Museums",Assistant Community Library Manager,61000,USD,US,New York,New York,21 - 30 years,5-7 years,Master's degree
2021-04-27 12:09:00,55-64,Woman,White,Education (Higher Education),Adjunct ESOL Instructor,45000,USD,US,North Carolina,Greensboro,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 12:09:00,35-44,Woman,White,Nonprofits,Operations and Administration Manager,51750,USD,US,Michigan,Detroit,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:09:00,45-54,Woman,White,Law,Court reporter,130000,USD,US,California,Los Angeles,31 - 40 years,11 - 20 years,College degree
2021-04-27 12:09:00,25-34,Woman,Asian or Asian American,Recruitment or HR,Supervisor,58240,USD,US,California,Irvine,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:09:00,25-34,Man,White,"Marketing, Advertising & PR",Staff Writer,65000,USD,US,Massachusetts,Easthampton,8 - 10 years,5-7 years,College degree
2021-04-27 12:10:00,35-44,Woman,Asian or Asian American,Education (Higher Education),Library Supervisor,37500,USD,US,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:10:00,25-34,Woman,White,Education (Primary/Secondary),High school teacher,51000,USD,US,Florida,Orlando,5-7 years,5-7 years,Master's degree
2021-04-27 12:10:00,55-64,Man,White,Computing or Tech,Data Manager,102000,USD,US,Washington,Olympia,41 years or more,31 - 40 years,Master's degree
2021-04-27 12:10:00,25-34,Man,"Hispanic, Latino, or Spanish origin",Education (Higher Education),Librarian,52275,USD,US,Florida,Tallahassee,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:10:00,25-34,Woman,White,Business or Consulting,Executive Assistant,56000,USD,US,Colorado,Fort Collins,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:10:00,35-44,Man,White,Computing or Tech,Programmer,87000,USD,US,North Carolina,Charlotte,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:10:00,18-24,Man,White,Computing or Tech,Software Engineer,80000,USD,US,New Jersey,Holmdel,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:10:00,35-44,Woman,White,Business or Consulting,Senior Editor,76668,USD,US,California,Sacramento,8 - 10 years,5-7 years,Master's degree
2021-04-27 12:10:00,35-44,Woman,White,"Marketing, Advertising & PR",specialist,13520,USD,US,Ohio,Columbus,11 - 20 years,1 year or less,College degree
2021-04-27 12:10:00,25-34,Woman,White,Education (Higher Education),Recording secretary ,45700,USD,US,Ohio,Columbus,2 - 4 years,1 year or less,College degree
2021-04-27 12:10:00,35-44,Woman,White,Education (Higher Education),Research Assistant Professor,75000,USD,US,Massachusetts,Boston,5-7 years,5-7 years,PhD
2021-04-27 12:10:00,35-44,Woman,White,Transport or Logistics,Transportation Planner,72000,USD,US,Pennsylvania,Scranton,11 - 20 years,8 - 10 years,
2021-04-27 12:10:00,35-44,Woman,White,Business or Consulting,Account Manager/Client Relations,72000,USD,US,Texas,DFW,11 - 20 years,5-7 years,College degree
2021-04-27 12:10:00,25-34,Woman,Another option not listed here or prefer not to answer,Engineering or Manufacturing,Senior Hardware Lifecycle Manager II,140000,USD,US,California,Redwood City,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:10:00,35-44,Woman,White,Insurance,Data Analyst,84000,USD,US,Wisconsin,Green Bay,11 - 20 years,2 - 4 years,Master's degree
2021-04-27 12:10:00,35-44,Woman,White,Social Work,Clinical Supervisor,72000,USD,US,New York,New York City,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:10:00,35-44,Woman,White,Law,District Defender,101985,USD,US,New Mexico,Roswell,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:10:00,35-44,Woman,White,Computing or Tech,Product Owner,99000,USD,US,New Jersey,Princeton,11 - 20 years,5-7 years,Master's degree
2021-04-27 12:10:00,45-54,Woman,White,Nonprofits,Museum Registrar ,56000,USD,US,Arizona,Scottsdale,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 12:10:00,25-34,Woman,White,Government and Public Administration,Systems Librarian,110000,USD,US,Washington,Seattle,8 - 10 years,5-7 years,Master's degree
2021-04-27 12:10:00,35-44,Woman,White,"Marketing, Advertising & PR",Communications Manager,123000,USD,US,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:10:00,25-34,Woman,White,Nonprofits,Program Manager,54540,USD,US,District of Columbia,Washington,8 - 10 years,5-7 years,College degree
2021-04-27 12:10:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Retail,Inventory lead/floor lead,28000,USD,US,Oregon,Portland,5-7 years,2 - 4 years,College degree
2021-04-27 12:10:00,25-34,Man,White,Education (Higher Education),Assistant Director,64575,USD,US,New York,New York City,8 - 10 years,8 - 10 years,Master's degree
