tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-29 20:25:00,35-44,Woman,White,Art & Design,Jewelry Designer ,85000,USD,US,Rhode Island,Warwick,11 - 20 years,11 - 20 years,College degree
2021-04-29 20:27:00,25-34,Woman,White,Engineering or Manufacturing,CSR II,50000,USD,US,Tennessee,La Vergne,8 - 10 years,5-7 years,Some college
2021-04-29 20:28:00,25-34,Woman,White,"Marketing, Advertising & PR",Product Manager,62320,USD,US,Ohio,Cleveland,5-7 years,2 - 4 years,College degree
2021-04-29 20:28:00,35-44,Woman,White,Engineering or Manufacturing,Senior Manager,120000,USD,US,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree
2021-04-29 20:29:00,25-34,Woman,White,Engineering or Manufacturing,HR Generalist,71000,USD,US,Ohio,Dayton,8 - 10 years,8 - 10 years,College degree
2021-04-29 20:30:00,35-44,Woman,White,"Marketing, Advertising & PR",Market Intelligence Strategy Leader,130000,USD,US,New York,New York,8 - 10 years,1 year or less,Master's degree
2021-04-29 20:31:00,35-44,Woman,White,Computing or Tech,Senior Program Manager,170000,USD,US,Pennsylvania,Pittsburgh,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)"
2021-04-29 20:32:00,35-44,Woman,White,Health care,Digital Director,180000,USD,US,California,Los Angeles,11 - 20 years,11 - 20 years,College degree
2021-04-29 20:32:00,25-34,Woman,White,Media & Digital,Senior Product Designer,130000,USD,US,New York,New York City,8 - 10 years,5-7 years,College degree
2021-04-29 20:34:00,45-54,Woman,White,Government and Public Administration,Editor,63000,USD,US,Texas,Houston,31 - 40 years,5-7 years,College degree
2021-04-29 20:35:00,25-34,Woman,White,Pharmaceutical,Clinical Trial Associate ,92000,USD,US,California,San Diego,8 - 10 years,5-7 years,Master's degree
2021-04-29 20:36:00,25-34,Woman,Black or African American,Nonprofits,Senior Event Programmer,48000,USD,US,Texas,Houston,8 - 10 years,5-7 years,Some college
2021-04-29 20:39:00,25-34,Woman,White,Government and Public Administration,Senior Director,140000,USD,US,New York,New York City,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 20:40:00,25-34,Woman,White,Insurance,Account manager,48500,USD,US,Illinois,Champaign,8 - 10 years,5-7 years,Some college
2021-04-29 20:43:00,35-44,Woman,White,"Accounting, Banking & Finance",Agile Journey Owner,132000,USD,US,Minnesota,Minneapolis ,21 - 30 years,11 - 20 years,Master's degree
2021-04-29 20:45:00,35-44,Woman,White,Computing or Tech,Customer Support ,76000,USD,US,Washington,Spokane,11 - 20 years,5-7 years,Master's degree
2021-04-29 20:46:00,25-34,Woman,White,Computing or Tech,Senior Analyst,55000,USD,US,Massachusetts,Remotely,11 - 20 years,8 - 10 years,College degree
2021-04-29 20:49:00,35-44,Woman,White,Hospitality & Events,Director of Human Resources,135000,USD,US,Massachusetts,Chelsea,11 - 20 years,11 - 20 years,College degree
2021-04-29 20:49:00,35-44,Man,White,Nonprofits,Director of Advocacy,109000,USD,US,Virginia,Mclean ,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 20:51:00,35-44,Woman,White,Property or Construction,Real Estate Services Assistant,49000,USD,US,Georgia,Johns Creek,8 - 10 years,11 - 20 years,College degree
2021-04-29 20:51:00,25-34,Woman,Asian or Asian American,Business or Consulting,HR Business Partner ,54000,USD,US,Oklahoma,Norman,5-7 years,5-7 years,College degree
2021-04-29 20:54:00,35-44,Man,White,"Accounting, Banking & Finance",Tax Manager,200000,USD,US,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 20:55:00,35-44,Woman,White,Nonprofits,Deputy Director,85000,USD,US,South Carolina,Columbia,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 20:55:00,35-44,Woman,White,Nonprofits,Membership Manager,46200,USD,US,Kentucky,Lexington,11 - 20 years,11 - 20 years,College degree
2021-04-29 20:57:00,45-54,,White,Computing or Tech,User experience designer,180000,USD,US,California,Mountain View California,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 20:57:00,25-34,Man,White,Education (Higher Education),Grant Administrator,57000,USD,US,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree
2021-04-29 20:57:00,25-34,Woman,White,Computing or Tech,Director of Software,170000,USD,US,Massachusetts,Boston,5-7 years,5-7 years,Master's degree
2021-04-29 20:58:00,45-54,Woman,White,Computing or Tech,Support Engineer,75000,USD,US,Georgia,Atlanta,31 - 40 years,21 - 30 years,Some college
2021-04-29 20:59:00,55-64,Woman,White,Health care,Human Resources Manager,65000,USD,US,Arkansas,Fayetteville ,8 - 10 years,2 - 4 years,College degree
2021-04-29 20:59:00,25-34,Woman,White,Law,Office administrator,100000,USD,US,Ohio,Cleveland,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 21:01:00,45-54,Woman,White,Health care,Owner/Licensed Clinical Psychologist ,185000,USD,US,Illinois,Evanston ,21 - 30 years,21 - 30 years,PhD
2021-04-29 21:03:00,25-34,Man,White,Nonprofits,Human resource manager ,45237,USD,US,Kentucky,Lexington,5-7 years,2 - 4 years,Master's degree
2021-04-29 21:04:00,45-54,Man,White,Entertainment,President,42000,USD,US,Maryland,Silver Spring,21 - 30 years,11 - 20 years,College degree
2021-04-29 21:04:00,55-64,Woman,White,Education (Higher Education),Administrative Assistant ,50000,USD,US,California,Orang,31 - 40 years,5-7 years,College degree
2021-04-29 21:05:00,35-44,Woman,White,Art & Design,Architectural Designer,50000,USD,US,Alaska,Phoenix,8 - 10 years,2 - 4 years,Master's degree
2021-04-29 21:05:00,25-34,Woman,White,Engineering or Manufacturing,Applications Engineer,75000,USD,US,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree
2021-04-29 21:05:00,25-34,Woman,White,Entertainment,Community Manager,68000,USD,US,Washington,Redmond,11 - 20 years,5-7 years,College degree
2021-04-29 21:07:00,35-44,Woman,White,Engineering or Manufacturing,Production Scheduler,73000,USD,US,Texas,Houston,11 - 20 years,11 - 20 years,High School
2021-04-29 21:08:00,35-44,Woman,White,Nonprofits,Associate Director/Program Officer,81000,USD,US,Georgia,Atlanta,11 - 20 years,8 - 10 years,Master's degree
2021-04-29 21:12:00,35-44,Woman,White,Utilities & Telecommunications,HR Manager,71000,USD,US,Illinois,Bloomington ,11 - 20 years,8 - 10 years,Master's degree
2021-04-29 21:13:00,25-34,Man,White,Computing or Tech,Senior Security Engineer,196000,USD,US,California,San Francisco,8 - 10 years,8 - 10 years,High School
2021-04-29 21:13:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Principal software developer,200000,USD,US,Massachusetts,boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 21:16:00,25-34,Woman,White,Art & Design,Graphic Designer,53800,USD,US,Maryland,Columbia ,5-7 years,2 - 4 years,College degree
2021-04-29 21:18:00,35-44,Man,White,Computing or Tech,Software Architect,186987,USD,US,California,Irvine,11 - 20 years,11 - 20 years,Some college
2021-04-29 21:18:00,35-44,Woman,White,"Accounting, Banking & Finance",Staff Accountant,60000,USD,US,Utah,Draper,11 - 20 years,8 - 10 years,College degree
2021-04-29 21:19:00,25-34,Non-binary,Asian or Asian American,Education (Primary/Secondary),Middle School Teacher,52000,USD,US,Massachusetts,Springfield,5-7 years,2 - 4 years,Master's degree
2021-04-29 21:21:00,35-44,Woman,White,Nonprofits,Technical Support Engineer,63000,USD,US,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree
2021-04-29 21:22:00,25-34,Woman,White,Computing or Tech,CEO,120000,USD,US,California,San Francisco,2 - 4 years,2 - 4 years,Master's degree
2021-04-29 21:24:00,25-34,Woman,Asian or Asian American,Computing or Tech,Software Developer,158400,USD,US,Massachusetts,Cambridge,2 - 4 years,2 - 4 years,Master's degree
2021-04-29 21:25:00,35-44,Man,White,Computing or Tech,Staff Software Engineer,105000,USD,US,Virginia,Waynesboro,21 - 30 years,5-7 years,Master's degree
2021-04-29 21:29:00,35-44,Non-binary,White,Business or Consulting,Senior Software Engineer,112000,USD,US,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,PhD
2021-04-29 21:29:00,25-34,Woman,Asian or Asian American,Computing or Tech,Research Scientist 3,133000,USD,US,California,San Francisco,2 - 4 years,2 - 4 years,College degree
2021-04-29 21:31:00,35-44,Man,White,Computing or Tech,Penetration Tester,106000,USD,US,Virginia,Richmond,21 - 30 years,8 - 10 years,Some college
2021-04-29 21:31:00,35-44,Woman,White,Transport or Logistics,Project manager,60000,USD,US,Indiana,Anderson ,8 - 10 years,8 - 10 years,High School
2021-04-29 21:31:00,35-44,Woman,Black or African American,Government and Public Administration,Director of Communications ,149000,USD,US,Texas,Houston,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 21:33:00,25-34,Woman,White,Recruitment or HR,Human Resource Generalist,57000,USD,US,Florida,Sarasota,5-7 years,2 - 4 years,College degree
2021-04-29 21:33:00,25-34,Woman,White,Nonprofits,Manager,58500,USD,US,New York,New York,8 - 10 years,8 - 10 years,College degree
2021-04-29 21:37:00,25-34,Woman,White,Nonprofits,Grants Director,54000,USD,US,Pennsylvania,Prefer not to answer,2 - 4 years,2 - 4 years,College degree
2021-04-29 21:40:00,35-44,Woman,White,Computing or Tech,Senior Manager,93000,USD,US,Georgia,Atlanta,21 - 30 years,11 - 20 years,College degree
2021-04-29 21:40:00,25-34,Woman,White,Recruitment or HR,Senior HR Generalist,81800,USD,US,Connecticut,Stamford,5-7 years,5-7 years,Master's degree
2021-04-29 21:40:00,55-64,Man,White,Computing or Tech,Senior Software Engineer,172000,USD,US,New York,New York,31 - 40 years,8 - 10 years,Master's degree
2021-04-29 21:41:00,25-34,Woman,White,Academia or Research,Research Associate,71000,USD,US,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree
2021-04-29 21:42:00,25-34,Woman,White,Hospitality & Events,Sr. Event Specialist,56000,USD,US,Michigan,Lansing ,8 - 10 years,5-7 years,College degree
2021-04-29 21:43:00,55-64,Woman,White,"Marketing, Advertising & PR",Office manager ,72000,USD,US,Illinois,Chicago ,21 - 30 years,11 - 20 years,College degree
2021-04-29 21:45:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Recruitment or HR,Hr/ project coordinator ,62500,USD,US,Florida,Tampa,11 - 20 years,2 - 4 years,College degree
2021-04-29 21:45:00,45-54,Woman,Black or African American,Health care,Medical Director ,220000,USD,US,Delaware,Newark,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)"
2021-04-29 21:45:00,35-44,Woman,White,Education (Higher Education),Associate Director of Admissions,85000,USD,US,New York,New York,11 - 20 years,8 - 10 years,Master's degree
2021-04-29 21:46:00,25-34,Woman,White,"Accounting, Banking & Finance",Financial Planning Associate,60000,USD,US,Pennsylvania,New Hope,1 year or less,1 year or less,College degree
2021-04-29 21:46:00,25-34,Woman,Black or African American,Nonprofits,Education Manager,42000,USD,US,Wisconsin,Madison,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 21:47:00,45-54,Man,White,Media & Digital,"Sr. Software Engineer, Test",121000,USD,US,Washington,Seattle ,21 - 30 years,21 - 30 years,College degree
2021-04-29 21:47:00,18-24,Woman,Asian or Asian American,"Accounting, Banking & Finance",Senior Business Analyst,97929,USD,US,Virginia,McLean ,2 - 4 years,2 - 4 years,College degree
2021-04-29 21:47:00,25-34,Woman,White,Publishing,Editor at a publishing company,32000,USD,US,Vermont,Rochester,8 - 10 years,2 - 4 years,
2021-04-29 21:48:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Senior User Experience (UX) Designer,155000,USD,US,Texas,Austin,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 21:48:00,25-34,Woman,White,Media & Digital,Reporter,125000,USD,US,District of Columbia,Washington,5-7 years,5-7 years,Master's degree
2021-04-29 21:50:00,35-44,Woman,White,Nonprofits,Director of Operations & Culture,85000,USD,US,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree
2021-04-29 21:51:00,35-44,Man,White,Computing or Tech,Senior Software Engineer,135000,USD,US,New York,New York City,11 - 20 years,5-7 years,College degree
2021-04-29 21:52:00,25-34,Man,White,Computing or Tech,Senior software developer,150000,USD,US,Michigan,Novi,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 21:52:00,35-44,Man,White,Computing or Tech,Senior Software Engineer,150000,USD,US,Oregon,Portland,11 - 20 years,11 - 20 years,College degree
2021-04-29 21:56:00,35-44,Woman,White,Nonprofits,Business Analyst,82000,USD,US,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,Some college
2021-04-29 21:56:00,25-34,Woman,Asian or Asian American,"Accounting, Banking & Finance",Experienced Senior Auditor,84000,USD,US,California,Los Angeles,8 - 10 years,2 - 4 years,College degree
2021-04-29 21:58:00,35-44,Woman,White,Law,Counsel,251000,USD,US,New York,Westchester,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-29 21:59:00,25-34,Woman,White,"Marketing, Advertising & PR",Sales compensation analyst,110000,USD,US,New York,New York,8 - 10 years,5-7 years,College degree
2021-04-29 21:59:00,35-44,Woman,Native American or Alaska Native,Nonprofits,Chief of Staff,177000,USD,US,District of Columbia,Washington,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:00:00,25-34,Non-binary,White,Engineering or Manufacturing,Senior Engineer,108000,USD,US,Florida,Cape Canaveral,5-7 years,2 - 4 years,College degree
2021-04-29 22:01:00,25-34,Man,Asian or Asian American,Computing or Tech,Engineering Manager,190000,USD,US,New York,Brooklyn,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:02:00,35-44,Woman,White,Law Enforcement & Security,911 Dispatcher,78000,USD,US,Virginia,Fairfax ,11 - 20 years,5-7 years,College degree
2021-04-29 22:03:00,25-34,Woman,White,Education (Primary/Secondary),Teacher,54000,USD,US,South Carolina,Bluffton,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 22:03:00,35-44,Woman,White,Government and Public Administration,Quality Assurance Manager,74000,USD,US,Texas,Austin,8 - 10 years,5-7 years,Master's degree
2021-04-29 22:05:00,25-34,Woman,White,Engineering or Manufacturing,HR supervisor ,52000,USD,US,Ohio,Mccomb,5-7 years,2 - 4 years,Master's degree
2021-04-29 22:06:00,45-54,Man,White,"Accounting, Banking & Finance",Staff Software Engineer,172800,USD,US,Illinois,Chicago,21 - 30 years,21 - 30 years,College degree
2021-04-29 22:06:00,45-54,Woman,White,Recruitment or HR,HR Manager,90000,USD,US,Texas,Amarillo,21 - 30 years,21 - 30 years,Some college
2021-04-29 22:07:00,18-24,Woman,Asian or Asian American,Computing or Tech,Product Designer,140000,USD,US,Massachusetts,Remote,2 - 4 years,2 - 4 years,Master's degree
2021-04-29 22:08:00,45-54,Woman,White,Hospitality & Events,Retail Manager,50000,USD,US,Washington,Seattle,21 - 30 years,8 - 10 years,Master's degree
2021-04-29 22:09:00,25-34,Woman,White,Business or Consulting,Sr Director,140000,USD,US,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,College degree
2021-04-29 22:10:00,25-34,Woman,White,Recruitment or HR,Recruiting Coordinator,55000,USD,US,Georgia,Atlanta,5-7 years,2 - 4 years,College degree
2021-04-29 22:10:00,35-44,Woman,White,Education (Higher Education),Prospect Research ,61500,USD,US,Maine,Greater Portland ,11 - 20 years,5-7 years,Master's degree
2021-04-29 22:12:00,35-44,Man,White,Computing or Tech,Senior software engineer,156000,USD,US,California,San Jose,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:13:00,25-34,Woman,White,Nonprofits,Senior organizer,75000,USD,US,New York,New york,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)"
2021-04-29 22:13:00,45-54,Woman,White,Agriculture or Forestry,HR Director,140000,USD,US,Utah,Salt Lake City,21 - 30 years,21 - 30 years,College degree
2021-04-29 22:14:00,25-34,Woman,White,Government and Public Administration,Human Resources Specialist Advanced,77438,USD,US,Wisconsin,Madison,8 - 10 years,8 - 10 years,College degree
2021-04-29 22:15:00,18-24,Woman,Black or African American,Computing or Tech,Brand Asset Manager,40000,USD,US,Georgia,Atlanta,2 - 4 years,2 - 4 years,Master's degree
2021-04-29 22:17:00,35-44,Woman,Asian or Asian American,Law,Senior Attorney,193000,USD,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-29 22:17:00,35-44,Woman,Another option not listed here or prefer not to answer,Government and Public Administration,Toxicologist,135000,USD,US,District of Columbia,DC,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 22:17:00,25-34,Man,White,Computing or Tech,Software Engineer,261000,USD,US,New York,New York City,8 - 10 years,8 - 10 years,College degree
2021-04-29 22:17:00,25-34,Woman,White,Computing or Tech,Technical Writer,95000,USD,US,Colorado,Denver - remote,5-7 years,2 - 4 years,College degree
2021-04-29 22:17:00,45-54,Woman,White,Sales,Admissions Rep,160000,USD,US,Florida,Orlando,21 - 30 years,21 - 30 years,High School
2021-04-29 22:18:00,45-54,Woman,White,Insurance,Product Manager,81245,USD,US,Florida,Jacksonville,21 - 30 years,21 - 30 years,College degree
2021-04-29 22:19:00,55-64,Woman,White,Computing or Tech,Senior Technical Writer,112000,USD,US,Massachusetts,Boston,21 - 30 years,11 - 20 years,College degree
2021-04-30 16:21:00,45-54,Man,White,Nonprofits,Director of Publications,93000,USD,US,New York,New York,11 - 20 years,11 - 20 years,PhD
2021-04-29 22:20:00,35-44,Woman,White,Health care,Project Manager II,126000,USD,US,California,"Remote, company is based in Raleigh NC",11 - 20 years,11 - 20 years,Master's degree
2021-04-29 22:21:00,35-44,Man,Asian or Asian American,Computing or Tech,Product Manager,112000,USD,US,Texas,Austin,11 - 20 years,2 - 4 years,College degree
2021-04-29 22:21:00,35-44,Woman,Asian or Asian American,Transport or Logistics,senior operations manager ,92000,USD,US,New York,nyc,11 - 20 years,8 - 10 years,College degree
2021-04-29 22:21:00,45-54,Man,White,"Accounting, Banking & Finance",Chief Counsel,257000,USD,US,Massachusetts,Boston,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-29 22:22:00,25-34,Woman,White,Nonprofits,Marketing Manager,36900,USD,US,New Mexico,Albuquerque ,5-7 years,2 - 4 years,College degree
2021-04-29 22:24:00,35-44,Man,White,"Accounting, Banking & Finance",Compliance Specialist,96000,USD,US,Minnesota,Minneapolis,21 - 30 years,8 - 10 years,College degree
2021-04-29 22:26:00,25-34,Woman,White,Nonprofits,Survey methodologist ,71000,USD,US,North Carolina,Raleigh,5-7 years,5-7 years,Master's degree
2021-04-29 22:26:00,35-44,Man,White,Computing or Tech,VP Innovation,200000,USD,US,Missouri,St Loui,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 22:30:00,25-34,Woman,White,Nonprofits,Partner Development Director,157500,USD,US,Massachusetts,Somerville,5-7 years,5-7 years,College degree
2021-04-29 22:30:00,45-54,Woman,White,Computing or Tech,Software Application Development Advisor,140000,USD,US,Pennsylvania,Pittsburgh,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 22:30:00,25-34,Man,White,Insurance,Analytic Science Specialist,102000,USD,US,Ohio,Columbus,2 - 4 years,2 - 4 years,PhD
2021-04-29 22:31:00,35-44,Woman,White,Education (Higher Education),Librarian ,50004,USD,US,Wyoming,Laramie,11 - 20 years,5-7 years,Master's degree
2021-04-29 22:32:00,25-34,Woman,White,Government and Public Administration,Project analyst ,70000,USD,US,District of Columbia,"Washington, DC",8 - 10 years,5-7 years,Master's degree
2021-04-29 22:32:00,25-34,Woman,White,Insurance,Underwriter,48000,USD,US,Illinois,Bloomington,5-7 years,1 year or less,College degree
2021-04-29 22:34:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Health care,Psychologist ,87500,USD,US,District of Columbia,DC,5-7 years,2 - 4 years,PhD
2021-04-29 22:35:00,25-34,Woman,White,Health care,Scientist,130000,USD,US,California,South San Francisco,1 year or less,1 year or less,PhD
2021-04-29 22:35:00,25-34,Woman,White,Recruitment or HR,People coordinator ,78000,USD,US,New York,Brooklyn ,2 - 4 years,2 - 4 years,College degree
2021-04-29 22:36:00,18-24,Woman,Black or African American,Computing or Tech,Technology developer,67500,USD,US,New Jersey,Jersey city,2 - 4 years,1 year or less,College degree
2021-04-29 22:37:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Computing or Tech,Customer Success Manager,87000,USD,US,New York,NYC,5-7 years,5-7 years,College degree
2021-04-29 22:37:00,35-44,Woman,White,Computing or Tech,Senior developer,90000,USD,US,Wisconsin,Madison,11 - 20 years,5-7 years,College degree
2021-04-29 22:39:00,25-34,Woman,Black or African American,Law,Career associate attorney ,252000,USD,US,California,San Francisco ,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-29 22:39:00,45-54,Woman,"Hispanic, Latino, or Spanish origin",Recruitment or HR,Senior Recruiter,70000,USD,US,Washington,Seattle,11 - 20 years,5-7 years,College degree
2021-04-29 22:39:00,35-44,Woman,White,Sales,Software Account Director ,110000,USD,US,Texas,Dallas,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:39:00,25-34,Woman,White,Engineering or Manufacturing,Systems engineer III,134000,USD,US,California,Pasadena,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 22:40:00,25-34,Woman,Asian or Asian American,Computing or Tech,Software Engineer,185000,USD,US,New York,"New York, NY",8 - 10 years,5-7 years,Master's degree
2021-04-29 22:40:00,25-34,Woman,White,Transport or Logistics,HR Analyst,68000,USD,US,Arkansas,lowell,8 - 10 years,2 - 4 years,College degree
2021-04-29 22:42:00,25-34,Woman,White,Education (Primary/Secondary),School psychologist ,65500,USD,US,District of Columbia,Washington DC,1 year or less,1 year or less,PhD
2021-04-29 22:43:00,35-44,Woman,White,Utilities & Telecommunications,Regulatory - environmental,94000,USD,US,Wisconsin,Wisconsin,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 22:43:00,35-44,Woman,White,Health care,RN,78000,USD,US,Kentucky,Murray,8 - 10 years,5-7 years,College degree
2021-04-29 22:44:00,45-54,Woman,White,Education (Higher Education),University Librarian,140000,USD,US,Virginia,Lexington,11 - 20 years,11 - 20 years,PhD
2021-04-29 22:45:00,35-44,Woman,White,Computing or Tech,Application Analyst,250000,USD,US,Wisconsin,Madison,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:46:00,25-34,Woman,White,Computing or Tech,Senior systems consultant,140000,USD,US,Florida,Fort Lauderdale,5-7 years,2 - 4 years,College degree
2021-04-29 22:47:00,25-34,Woman,White,Business or Consulting,Consulting Vice President,110000,USD,US,New York,New York City,5-7 years,5-7 years,College degree
2021-04-29 22:47:00,25-34,Woman,White,Education (Primary/Secondary),Nanny,32000,USD,US,Texas,Austin,5-7 years,2 - 4 years,College degree
2021-04-29 22:49:00,25-34,Man,White,Engineering or Manufacturing,OSP Engineer,74500,USD,US,North Carolina,Raleigh,5-7 years,2 - 4 years,College degree
2021-04-29 22:49:00,35-44,Man,Black or African American,Computing or Tech,Business analyst,112000,USD,US,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 22:50:00,25-34,Woman,Asian or Asian American,Government and Public Administration,Library Assistant I,55700,USD,US,California,Napa,2 - 4 years,1 year or less,College degree
2021-04-29 22:52:00,35-44,Woman,White,Computing or Tech,Software Engineer,115000,USD,US,Washington,Seattle,21 - 30 years,5-7 years,College degree
2021-04-29 22:54:00,35-44,Woman,White,Recruitment or HR,Senior Manager - HRIS ,142000,USD,US,Texas,Houston,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:58:00,35-44,Woman,White,Media & Digital,Senior Editor,40000,USD,US,Ohio,Jefferson,11 - 20 years,11 - 20 years,College degree
2021-04-29 22:59:00,45-54,Man,White,Computing or Tech,Senior Staff Site Reliability Engineer ,237000,USD,US,Pennsylvania,Pittsburgh,21 - 30 years,21 - 30 years,Some college
2021-04-29 22:59:00,35-44,Woman,White,Recruitment or HR,Human Resources / Payroll,45000,USD,US,Georgia,Warner Robins ,11 - 20 years,2 - 4 years,High School
2021-04-29 23:00:00,25-34,Woman,White,Computing or Tech,Product Manager 2,135000,USD,US,Washington,Redmond,5-7 years,2 - 4 years,College degree
2021-04-29 23:01:00,25-34,Woman,White,Academia or Research,Toxicologist I,80000,USD,US,Minnesota,Minneapolis ,2 - 4 years,2 - 4 years,College degree
2021-04-29 23:01:00,45-54,Man,Asian or Asian American,Government and Public Administration,IT Service Management Specialist,85000,USD,US,New York,New York,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 23:01:00,25-34,Woman,White,Education (Primary/Secondary),7th grade ESOL Teacher,56400,USD,US,Georgia,Atlanta,11 - 20 years,5-7 years,Master's degree
2021-04-29 23:02:00,18-24,Woman,White,Publishing,Copy editor ,35000,USD,US,South Carolina,Charleston ,5-7 years,5-7 years,College degree
2021-04-29 23:03:00,35-44,Woman,White,Health care,Clinical Psychologist,78000,USD,US,California,Pomona,8 - 10 years,11 - 20 years,PhD
2021-04-29 23:04:00,25-34,Man,White,Health care,Doctor- Resident,52000,USD,US,Nevada,Las Vegas ,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-29 23:04:00,35-44,Woman,Black or African American,Nonprofits,Director Business Services,118450,USD,US,California,Pleasanton,21 - 30 years,5-7 years,Master's degree
2021-04-29 23:06:00,35-44,Other or prefer not to answer,White,Health care,Clinical Research Coordinator,75000,USD,US,California,San Diego,11 - 20 years,8 - 10 years,College degree
2021-04-29 23:07:00,25-34,Woman,Asian or Asian American,"Accounting, Banking & Finance",Plan Service Representative,55000,USD,US,Texas,Dallas,2 - 4 years,2 - 4 years,High School
2021-04-29 23:07:00,35-44,Woman,Asian or Asian American,Nonprofits,Specialist,150000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,Master's degree
2021-04-29 23:10:00,35-44,Woman,White,Media & Digital,Social Media Manager,55000,USD,US,Massachusetts,Springfield,8 - 10 years,5-7 years,Master's degree
2021-04-29 23:10:00,25-34,Woman,White,Nonprofits,Aquatics Director,67000,USD,US,California,San Francisco,5-7 years,2 - 4 years,College degree
2021-04-29 23:11:00,25-34,Woman,White,Agriculture or Forestry,Program Technician,35600,USD,US,Arkansas,Keiser,5-7 years,5-7 years,College degree
2021-04-29 23:14:00,45-54,Woman,White,Government and Public Administration,Chief Deputy Director,187000,USD,US,California,Sacramento,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 23:16:00,45-54,Woman,White,Property or Construction,HR Generalist,37500,USD,US,Texas,Bedford ,1 year or less,1 year or less,College degree
2021-04-29 23:19:00,35-44,Woman,White,Transport or Logistics,Client Relationship Manager,61000,USD,US,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree
2021-04-29 23:23:00,35-44,Woman,Black or African American,"Accounting, Banking & Finance",Data Analyst Manager,141700,USD,US,Virginia,Richmond,21 - 30 years,11 - 20 years,Master's degree
2021-04-29 23:23:00,25-34,Man,"Hispanic, Latino, or Spanish origin",Business or Consulting,Se Implementation consultant,45760,USD,US,Texas,El Paso,5-7 years,5-7 years,College degree
2021-04-29 23:26:00,25-34,Woman,White,"Accounting, Banking & Finance",Administrator,96000,USD,US,New York,New York City,5-7 years,5-7 years,College degree
2021-04-29 23:26:00,35-44,Man,White,Engineering or Manufacturing,Senior Software Engineer ,106000,USD,US,Kansas,Olathe,11 - 20 years,11 - 20 years,College degree
2021-04-29 23:26:00,35-44,Woman,White,Nonprofits,Therapist,47000,USD,US,Idaho,Boise,11 - 20 years,1 year or less,Master's degree
2021-04-29 23:27:00,25-34,Woman,White,Health care,Registered nurse ,76453,USD,US,Wisconsin,Madison ,11 - 20 years,5-7 years,College degree
